"Item_Identifier,Outlet_Identifier,Item_Outlet_Sales",Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
"FDM51,OUT046,",FDM51,OUT046,2087.638093333333
"DRM49,OUT018,",DRM49,OUT018,1062.0841599999999
"DRF23,OUT013,",DRF23,OUT013,2742.874066666666
"DRH01,OUT035,",DRH01,OUT035,2444.373733333333
"FDH12,OUT027,",FDH12,OUT027,2725.4301066666667
"FDA28,OUT019,",FDA28,OUT019,319.98348000000004
"FDW37,OUT018,",FDW37,OUT018,1643.2387866666666
"FDF02,OUT046,",FDF02,OUT046,1899.1723066666666
"DRL37,OUT046,",DRL37,OUT046,1310.871426666667
"NCF43,OUT046,",NCF43,OUT046,2233.1375866666667
"FDH08,OUT010,",FDH08,OUT010,414.7933999999999
"FDR34,OUT019,",FDR34,OUT019,417.05712
"NCK19,OUT049,",NCK19,OUT049,3319.27932
"NCD55,OUT018,",NCD55,OUT018,1196.2650533333333
"FDT27,OUT049,",FDT27,OUT049,3001.8702666666663
"FDQ57,OUT045,",FDQ57,OUT045,2597.41896
"FDA47,OUT035,",FDA47,OUT035,2218.090506666667
"DRG15,OUT027,",DRG15,OUT027,2695.0696266666664
"FDE05,OUT018,",FDE05,OUT018,2074.89912
"FDN46,OUT046,",FDN46,OUT046,1718.3854133333332
"FDX27,OUT027,",FDX27,OUT027,2811.362693333333
"FDT51,OUT045,",FDT51,OUT045,1777.81916
"FDU33,OUT013,",FDU33,OUT013,1630.2334933333332
"FDJ16,OUT027,",FDJ16,OUT027,1570.22272
"FDD20,OUT019,",FDD20,OUT019,363.57118666666673
"FDT36,OUT049,",FDT36,OUT049,1478.5198666666663
"DRF15,OUT027,",DRF15,OUT027,3404.1910133333336
"FDN52,OUT010,",FDN52,OUT010,232.05349333333334
"FDC22,OUT027,",FDC22,OUT027,3754.17988
"FDX15,OUT045,",FDX15,OUT045,2770.615733333333
"FDT13,OUT013,",FDT13,OUT013,2642.29388
"FDU04,OUT017,",FDU04,OUT017,1662.8133066666667
"FDU31,OUT019,",FDU31,OUT019,347.01496000000003
"FDW59,OUT027,",FDW59,OUT027,3306.1852533333335
"NCO29,OUT046,",NCO29,OUT046,2250.759093333333
"FDL15,OUT035,",FDL15,OUT035,2497.7265066666664
"FDI41,OUT049,",FDI41,OUT049,2625.38256
"FDQ48,OUT049,",FDQ48,OUT049,1533.47056
"DRI39,OUT013,",DRI39,OUT013,1111.4421333333332
"FDI08,OUT013,",FDI08,OUT013,3803.271533333333
"FDC21,OUT049,",FDC21,OUT049,2486.984933333333
"FDF58,OUT035,",FDF58,OUT035,1972.8097866666665
"FDS08,OUT010,",FDS08,OUT010,399.61315999999994
"FDE47,OUT045,",FDE47,OUT045,2176.5445866666664
"NCP18,OUT019,",NCP18,OUT019,332.10104000000007
"NCR41,OUT013,",NCR41,OUT013,2228.610146666667
"FDA27,OUT013,",FDA27,OUT013,2823.7465733333333
"FDA43,OUT035,",FDA43,OUT035,2601.635693333334
"FDA49,OUT045,",FDA49,OUT045,1670.1371066666666
"NCE55,OUT018,",NCE55,OUT018,2067.6197066666664
"DRM49,OUT027,",DRM49,OUT027,2931.339853333333
"FDF22,OUT027,",FDF22,OUT027,5085.77988
"FDQ15,OUT018,",FDQ15,OUT018,1932.68424
"NCS54,OUT017,",NCS54,OUT017,3547.471173333334
"NCY05,OUT013,",NCY05,OUT013,1443.0105333333333
"FDR45,OUT046,",FDR45,OUT046,2886.0210666666662
"FDK57,OUT049,",FDK57,OUT049,2565.416173333333
"FDF41,OUT010,",FDF41,OUT010,512.0445866666666
"FDV21,OUT046,",FDV21,OUT046,2095.7164666666667
"FDD51,OUT046,",FDD51,OUT046,1130.1733066666666
"FDF33,OUT046,",FDF33,OUT046,2111.7400533333334
"FDA38,OUT046,",FDA38,OUT046,2742.56336
"FDR56,OUT045,",FDR56,OUT045,3061.5703333333336
"NCN41,OUT017,",NCN41,OUT017,2028.3375066666667
"FDC60,OUT027,",FDC60,OUT027,3174.8007199999997
"FDB47,OUT045,",FDB47,OUT045,3994.0010400000006
"DRH01,OUT013,",DRH01,OUT013,2921.3528533333333
"FDW08,OUT046,",FDW08,OUT046,1820.252813333333
"FDF38,OUT027,",FDF38,OUT027,2328.6133066666666
"FDY32,OUT017,",FDY32,OUT017,2947.6297600000007
"FDG34,OUT049,",FDG34,OUT049,1604.5780000000002
"FDG47,OUT019,",FDG47,OUT019,563.6218933333333
"NCF18,OUT035,",NCF18,OUT035,3109.8186399999995
"FDL39,OUT019,",FDL39,OUT019,332.8112266666667
"NCH55,OUT035,",NCH55,OUT035,2836.3080000000004
"DRJ35,OUT049,",DRJ35,OUT049,1811.1979333333331
"FDS44,OUT035,",FDS44,OUT035,2837.4620533333336
"DRE01,OUT018,",DRE01,OUT018,2341.0415733333334
"FDY39,OUT013,",FDY39,OUT013,2395.725946666667
"FDY32,OUT018,",FDY32,OUT018,2080.09236
"FDR33,OUT027,",FDR33,OUT027,2802.796066666667
"NCP50,OUT049,",NCP50,OUT049,2164.9596666666666
"FDZ47,OUT018,",FDZ47,OUT018,1811.4198666666666
"FDU57,OUT049,",FDU57,OUT049,2076.0531733333332
"FDY44,OUT013,",FDY44,OUT013,3258.3808133333328
"DRH59,OUT018,",DRH59,OUT018,2247.296933333333
"FDB03,OUT027,",FDB03,OUT027,4615.281213333334
"FDY46,OUT045,",FDY46,OUT045,2986.8675733333334
"FDM39,OUT045,",FDM39,OUT045,1858.51412
"FDY36,OUT035,",FDY36,OUT035,1146.8626933333333
"NCM55,OUT035,",NCM55,OUT035,3162.1505200000006
"FDJ50,OUT010,",FDJ50,OUT010,237.95692000000003
"DRL60,OUT013,",DRL60,OUT013,2639.675066666667
"NCJ54,OUT049,",NCJ54,OUT049,4075.805666666667
"FDX59,OUT017,",FDX59,OUT017,1270.08008
"FDI07,OUT013,",FDI07,OUT013,2759.6522266666666
"DRF51,OUT010,",DRF51,OUT010,397.34943999999996
"FDM14,OUT017,",FDM14,OUT017,1760.9078399999999
"FDP21,OUT045,",FDP21,OUT045,3011.2358533333336
"FDE40,OUT035,",FDE40,OUT035,2516.45768
"FDE05,OUT035,",FDE05,OUT035,2325.77256
"FDM13,OUT027,",FDM13,OUT027,3328.378586666667
"FDC34,OUT027,",FDC34,OUT027,3259.7124133333336
"NCI55,OUT018,",NCI55,OUT018,1647.6330666666665
"NCE43,OUT018,",NCE43,OUT018,1857.9370933333332
"FDW58,OUT018,",FDW58,OUT018,2203.4429066666667
"FDG60,OUT045,",FDG60,OUT045,3030.0114133333336
"FDV31,OUT017,",FDV31,OUT017,3074.176146666667
"FDR47,OUT013,",FDR47,OUT013,2499.501973333333
"FDM60,OUT019,",FDM60,OUT019,263.25732000000005
"NCF06,OUT018,",NCF06,OUT018,2188.0407333333333
"NCN26,OUT027,",NCN26,OUT027,2576.6459999999997
"FDQ59,OUT049,",FDQ59,OUT049,1887.4542266666665
"FDF09,OUT046,",FDF09,OUT046,1984.7497999999998
"NCS06,OUT017,",NCS06,OUT017,3990.1393999999996
"FDT44,OUT046,",FDT44,OUT046,1489.3945999999996
"FDI19,OUT017,",FDI19,OUT017,2998.5856533333326
"FDT22,OUT017,",FDT22,OUT017,1129.5962800000002
"NCF54,OUT027,",NCF54,OUT027,4271.151386666666
"DRG25,OUT045,",DRG25,OUT045,2773.8115733333334
"FDB59,OUT017,",FDB59,OUT017,2637.2338
"FDQ37,OUT017,",FDQ37,OUT017,2850.245413333333
"FDP56,OUT035,",FDP56,OUT035,1462.0524133333336
"FDW44,OUT035,",FDW44,OUT035,2389.15672
"FDJ26,OUT010,",FDJ26,OUT010,314.12444
"FDU43,OUT018,",FDU43,OUT018,2662.578586666666
"FDW33,OUT045,",FDW33,OUT045,1549.71608
"NCX53,OUT027,",NCX53,OUT027,4131.244613333333
"FDN56,OUT010,",FDN56,OUT010,324.59969333333333
"DRF15,OUT049,",DRF15,OUT049,2064.335093333333
"FDO33,OUT017,",FDO33,OUT017,2247.163773333333
"FDZ39,OUT010,",FDZ39,OUT010,432.2373600000001
"NCJ19,OUT017,",NCJ19,OUT017,1466.8017866666669
"FDU01,OUT035,",FDU01,OUT035,2292.704493333333
"FDT12,OUT035,",FDT12,OUT035,2518.45508
"NCM18,OUT018,",NCM18,OUT018,1405.5925733333336
"FDP19,OUT017,",FDP19,OUT017,2158.78992
"NCR42,OUT049,",NCR42,OUT049,1266.5735333333332
"FDN10,OUT046,",FDN10,OUT046,2177.8318000000004
"FDG44,OUT017,",FDG44,OUT017,1078.9067066666669
"FDQ10,OUT046,",FDQ10,OUT046,2731.688626666667
"DRH13,OUT049,",DRH13,OUT049,1980.932546666667
"FDT52,OUT013,",FDT52,OUT013,2645.622880000001
"FDM56,OUT045,",FDM56,OUT045,1800.0124933333334
"NCO43,OUT010,",NCO43,OUT010,229.30152000000004
"NCV29,OUT035,",NCV29,OUT035,2779.18236
"NCF06,OUT013,",NCF06,OUT013,3270.9422400000008
"FDO50,OUT035,",FDO50,OUT035,1475.5903466666666
"FDT59,OUT013,",FDT59,OUT013,2124.70096
"FDX40,OUT027,",FDX40,OUT027,1356.2346000000002
"FDE50,OUT017,",FDE50,OUT017,2761.6940133333333
"FDX51,OUT017,",FDX51,OUT017,3394.559106666667
"NCD30,OUT018,",NCD30,OUT018,1549.2278266666665
"FDK15,OUT013,",FDK15,OUT013,2070.10536
"FDL12,OUT045,",FDL12,OUT045,1390.7674266666666
"FDK46,OUT017,",FDK46,OUT017,4292.235053333334
"DRH49,OUT010,",DRH49,OUT010,277.06157333333334
"FDQ57,OUT046,",FDQ57,OUT046,2505.6717200000003
"FDY59,OUT017,",FDY59,OUT017,1415.979053333333
"FDO09,OUT018,",FDO09,OUT018,2615.9725866666663
"NCG30,OUT035,",NCG30,OUT035,2704.168893333334
"FDM09,OUT017,",FDM09,OUT017,2881.0053733333334
"NCN17,OUT027,",NCN17,OUT027,2708.5631733333335
"NCS42,OUT013,",NCS42,OUT013,1672.0457333333331
"FDD02,OUT019,",FDD02,OUT019,397.8376933333333
"FDE34,OUT013,",FDE34,OUT013,3132.7665466666667
"FDU38,OUT045,",FDU38,OUT045,3076.5286399999995
"FDB33,OUT046,",FDB33,OUT046,1956.7861999999998
"NCJ29,OUT017,",NCJ29,OUT017,1789.7147866666664
"FDZ27,OUT035,",FDZ27,OUT035,1322.14564
"FDI40,OUT013,",FDI40,OUT013,2020.7473866666667
"FDG22,OUT013,",FDG22,OUT013,1886.5221066666663
"FDT51,OUT017,",FDT51,OUT017,2042.985106666667
"FDF20,OUT018,",FDF20,OUT018,2854.3733733333333
"FDV50,OUT035,",FDV50,OUT035,1666.63056
"FDT02,OUT049,",FDT02,OUT049,1425.3890266666665
"DRC49,OUT017,",DRC49,OUT017,2230.03052
"FDF26,OUT049,",FDF26,OUT049,2115.2909866666664
"FDV52,OUT035,",FDV52,OUT035,2432.2561733333328
"FDX59,OUT049,",FDX59,OUT049,1655.4007333333332
"FDV25,OUT035,",FDV25,OUT035,2207.8371866666666
"FDW23,OUT027,",FDW23,OUT027,2344.3261866666667
"FDE53,OUT018,",FDE53,OUT018,1504.6636133333334
"FDA19,OUT017,",FDA19,OUT017,2077.02968
"FDH22,OUT046,",FDH22,OUT046,2403.626773333333
"NCO41,OUT013,",NCO41,OUT013,1594.0139733333335
"FDX12,OUT017,",FDX12,OUT017,3716.0517333333332
"FDF17,OUT013,",FDF17,OUT013,2740.2552533333337
"FDS11,OUT045,",FDS11,OUT045,3013.5883466666664
"FDR51,OUT035,",FDR51,OUT035,2949.1389066666675
"FDT49,OUT010,",FDT49,OUT010,237.95692000000003
"FDC56,OUT013,",FDC56,OUT013,2139.703653333334
"FDR13,OUT027,",FDR13,OUT027,2890.63728
"FDQ60,OUT035,",FDQ60,OUT035,1727.8397733333334
"FDN38,OUT049,",FDN38,OUT049,2204.5525733333334
"NCL29,OUT013,",NCL29,OUT013,1737.6936133333334
"FDO13,OUT027,",FDO13,OUT027,4350.603520000001
"FDE26,OUT018,",FDE26,OUT018,1789.2709199999997
"FDA31,OUT010,",FDA31,OUT010,407.33644
"FDX14,OUT035,",FDX14,OUT035,1109.1784133333333
"FDA34,OUT045,",FDA34,OUT045,3407.4312400000003
"FDF26,OUT013,",FDF26,OUT013,1779.106373333333
"FDE38,OUT045,",FDE38,OUT045,2764.66792
"DRI11,OUT046,",DRI11,OUT046,2397.6345733333337
"FDQ60,OUT027,",FDQ60,OUT027,3222.560773333333
"FDL21,OUT027,",FDL21,OUT027,1791.4014799999998
"DRC12,OUT027,",DRC12,OUT027,3876.4651466666674
"FDC47,OUT046,",FDC47,OUT046,2846.2062266666667
"FDE57,OUT045,",FDE57,OUT045,2004.413093333333
"FDT14,OUT045,",FDT14,OUT045,1775.1115733333338
"NCZ53,OUT046,",NCZ53,OUT046,2251.86876
"FDE28,OUT018,",FDE28,OUT018,2597.6408933333328
"FDR19,OUT035,",FDR19,OUT035,1760.64152
"NCF54,OUT019,",NCF54,OUT019,342.97577333333334
"FDZ08,OUT046,",FDZ08,OUT046,2105.8366266666667
"NCJ05,OUT018,",NCJ05,OUT018,1854.2530000000002
"FDF59,OUT046,",FDF59,OUT046,2389.378653333333
"NCO05,OUT035,",NCO05,OUT035,1895.9764666666667
"FDW24,OUT018,",FDW24,OUT018,1516.204146666667
"NCX42,OUT018,",NCX42,OUT018,2287.6000266666665
"NCA53,OUT035,",NCA53,OUT035,1217.0824000000002
"FDI45,OUT019,",FDI45,OUT019,412.7516133333334
"FDG46,OUT046,",FDG46,OUT046,1611.0140666666664
"FDM20,OUT010,",FDM20,OUT010,405.82729333333333
"FDW11,OUT010,",FDW11,OUT010,357.80091999999996
"FDX08,OUT035,",FDX08,OUT035,2573.0950666666668
"NCK17,OUT035,",NCK17,OUT035,1805.8271466666667
"FDK32,OUT018,",FDK32,OUT018,2135.08744
"NCA42,OUT035,",NCA42,OUT035,2893.655573333333
"DRI01,OUT035,",DRI01,OUT035,2250.404
"NCL55,OUT049,",NCL55,OUT049,3666.6937600000006
"DRE25,OUT018,",DRE25,OUT018,1345.6705733333333
"FDD14,OUT017,",FDD14,OUT017,2422.1360133333337
"FDB10,OUT046,",FDB10,OUT046,3001.737106666667
"DRN11,OUT035,",DRN11,OUT035,2462.084013333333
"FDP38,OUT018,",FDP38,OUT018,1656.8211066666665
"NCA30,OUT017,",NCA30,OUT017,2818.5533333333337
"FDT15,OUT017,",FDT15,OUT017,3379.4676400000003
"NCP55,OUT018,",NCP55,OUT018,1654.3354533333331
"FDF12,OUT035,",FDF12,OUT035,1648.2100933333336
"FDM21,OUT018,",FDM21,OUT018,2344.193026666667
"FDX56,OUT035,",FDX56,OUT035,2700.3072533333334
"FDF10,OUT017,",FDF10,OUT017,2965.0737200000003
"FDT32,OUT045,",FDT32,OUT045,3380.5773066666666
"FDM51,OUT018,",FDM51,OUT018,1954.123
"NCR50,OUT018,",NCR50,OUT018,1925.6711466666666
"FDI19,OUT049,",FDI19,OUT049,2518.7657866666664
"FDX21,OUT017,",FDX21,OUT017,1708.6203466666666
"FDR31,OUT035,",FDR31,OUT035,1897.2636799999998
"FDY02,OUT013,",FDY02,OUT013,2795.56104
"NCA29,OUT045,",NCA29,OUT045,3166.3228666666673
"NCX17,OUT046,",NCX17,OUT046,2951.6245600000007
"FDM12,OUT045,",FDM12,OUT045,3336.1462533333333
"FDI53,OUT027,",FDI53,OUT027,3877.5748133333336
"NCU30,OUT049,",NCU30,OUT049,2658.1843066666665
"FDC56,OUT027,",FDC56,OUT027,3225.5346799999998
"FDK27,OUT018,",FDK27,OUT018,1879.4202400000001
"NCK18,OUT017,",NCK18,OUT017,3270.986626666667
"FDB52,OUT019,",FDB52,OUT019,463.88505333333336
"DRG25,OUT027,",DRG25,OUT027,3876.465146666667
"FDZ13,OUT049,",FDZ13,OUT049,1122.7163466666668
"FDB57,OUT019,",FDB57,OUT019,347.01496000000003
"FDR40,OUT046,",FDR40,OUT046,1701.0302266666665
"NCO14,OUT019,",NCO14,OUT019,256.46615999999995
"NCN19,OUT045,",NCN19,OUT045,2605.2753999999995
"FDQ28,OUT019,",FDQ28,OUT019,316.0774533333333
"FDO13,OUT018,",FDO13,OUT018,1938.1881866666668
"FDK48,OUT013,",FDK48,OUT013,1628.5468
"FDU07,OUT018,",FDU07,OUT018,2084.35348
"FDW20,OUT046,",FDW20,OUT046,1682.4322133333333
"FDV12,OUT010,",FDV12,OUT010,260.9936
"FDH24,OUT013,",FDH24,OUT013,1819.720173333333
"FDV59,OUT049,",FDV59,OUT049,3040.930533333333
"FDK57,OUT045,",FDK57,OUT045,1695.748213333333
"FDL16,OUT027,",FDL16,OUT027,1756.2028533333332
"NCQ17,OUT046,",NCQ17,OUT046,2335.8927199999994
"FDJ15,OUT018,",FDJ15,OUT018,2141.2571866666667
"FDX24,OUT049,",FDX24,OUT049,1835.21112
"FDT47,OUT046,",FDT47,OUT046,2378.725853333333
"FDT10,OUT049,",FDT10,OUT049,1499.7810800000002
"FDZ37,OUT018,",FDZ37,OUT018,1763.1271733333333
"FDW43,OUT027,",FDW43,OUT027,5944.972586666667
"DRN36,OUT017,",DRN36,OUT017,1136.1655066666667
"FDJ14,OUT045,",FDJ14,OUT045,1589.619693333333
"FDA32,OUT013,",FDA32,OUT013,3376.183026666667
"FDJ38,OUT019,",FDJ38,OUT019,439.6499333333333
"FDQ57,OUT017,",FDQ57,OUT017,2220.443
"NCQ41,OUT019,",NCQ41,OUT019,395.66274666666664
"FDG56,OUT049,",FDG56,OUT049,2316.1406533333334
"DRC13,OUT027,",DRC13,OUT027,3706.3754400000007
"FDV55,OUT035,",FDV55,OUT035,2673.58648
"FDQ49,OUT045,",FDQ49,OUT045,2854.462146666667
"FDE29,OUT010,",FDE29,OUT010,257.2207333333333
"FDR03,OUT013,",FDR03,OUT013,2804.2164399999997
"FDD45,OUT049,",FDD45,OUT049,1976.6714266666665
"FDN38,OUT010,",FDN38,OUT010,412.66283999999996
"FDT56,OUT046,",FDT56,OUT046,2070.4604533333336
"FDT48,OUT045,",FDT48,OUT045,2953.9770533333335
"FDU03,OUT049,",FDU03,OUT049,2658.317466666667
"FDC56,OUT010,",FDC56,OUT010,341.64417333333336
"NCO43,OUT027,",NCO43,OUT027,2587.343186666667
"FDQ27,OUT017,",FDQ27,OUT017,2274.5947333333334
"FDR03,OUT046,",FDR03,OUT046,2087.638093333333
"DRH23,OUT010,",DRH23,OUT010,228.59133333333335
"FDG22,OUT045,",FDG22,OUT045,1057.55672
"NCJ42,OUT013,",NCJ42,OUT013,2092.520626666667
"FDR24,OUT046,",FDR24,OUT046,1853.4984266666665
"FDW60,OUT035,",FDW60,OUT035,2114.4476400000003
"FDJ08,OUT013,",FDJ08,OUT013,3157.62308
"DRL59,OUT018,",DRL59,OUT018,2269.6678133333335
"FDG60,OUT010,",FDG60,OUT010,295.7039733333333
"FDW27,OUT017,",FDW27,OUT017,2769.1509733333337
"FDX14,OUT018,",FDX14,OUT018,1477.5433600000001
"FDC20,OUT013,",FDC20,OUT013,1170.9646533333332
"NCS29,OUT018,",NCS29,OUT018,2551.2568266666663
"FDJ56,OUT046,",FDJ56,OUT046,2384.407346666667
"FDB20,OUT019,",FDB20,OUT019,266.9858
"FDL28,OUT027,",FDL28,OUT027,4273.63704
"FDW01,OUT018,",FDW01,OUT018,1679.4583066666667
"FDL03,OUT046,",FDL03,OUT046,2087.638093333333
"FDX22,OUT049,",FDX22,OUT049,2624.6723733333333
"FDJ21,OUT035,",FDJ21,OUT035,2142.9882666666667
"FDR31,OUT045,",FDR31,OUT045,2158.12412
"FDG21,OUT035,",FDG21,OUT035,2804.393986666667
"FDS22,OUT027,",FDS22,OUT027,1791.4014799999998
"FDK08,OUT035,",FDK08,OUT035,1684.4296133333337
"FDE17,OUT018,",FDE17,OUT018,1934.1490000000001
"NCN30,OUT017,",NCN30,OUT017,2191.1478
"FDT50,OUT046,",FDT50,OUT046,2195.2757599999995
"NCX42,OUT049,",NCX42,OUT049,2658.1843066666665
"FDJ12,OUT035,",FDJ12,OUT035,3173.73544
"NCA18,OUT027,",NCA18,OUT027,2734.57376
"FDP23,OUT019,",FDP23,OUT019,494.91133333333335
"FDX12,OUT013,",FDX12,OUT013,2566.12636
"FDN40,OUT018,",FDN40,OUT018,2369.44904
"FDV48,OUT035,",FDV48,OUT035,1593.1262399999998
"NCY54,OUT013,",NCY54,OUT013,2735.106399999999
"FDL16,OUT010,",FDL16,OUT010,233.78457333333333
"FDR45,OUT018,",FDR45,OUT018,2082.0453733333334
"FDJ52,OUT046,",FDJ52,OUT046,2556.4944533333332
"DRG01,OUT017,",DRG01,OUT017,1098.7919333333334
"FDP52,OUT013,",FDP52,OUT013,2887.885306666666
"FDU58,OUT017,",FDU58,OUT017,2602.9672933333336
"FDL02,OUT045,",FDL02,OUT045,2485.8308800000004
"FDG28,OUT013,",FDG28,OUT013,2645.622880000001
"FDA19,OUT035,",FDA19,OUT035,2175.8787866666667
"FDW46,OUT027,",FDW46,OUT027,1887.4542266666665
"NCD43,OUT049,",NCD43,OUT049,1950.7496133333332
"DRG39,OUT013,",DRG39,OUT013,1024.6662
"NCF55,OUT049,",NCF55,OUT049,1469.3762133333332
"FDJ07,OUT046,",FDJ07,OUT046,1888.6526666666664
"FDE08,OUT046,",FDE08,OUT046,2013.6455199999998
"FDP56,OUT019,",FDP56,OUT019,253.004
"FDT45,OUT045,",FDT45,OUT045,1298.3100000000002
"FDF17,OUT018,",FDF17,OUT018,2369.44904
"FDX44,OUT046,",FDX44,OUT046,2053.1940400000003
"FDM28,OUT027,",FDM28,OUT027,4019.390213333333
"FDI36,OUT049,",FDI36,OUT049,3200.2786666666666
"FDS07,OUT045,",FDS07,OUT045,1604.267293333333
"FDD36,OUT045,",FDD36,OUT045,1454.1959733333335
"FDW11,OUT046,",FDW11,OUT046,1778.3961866666664
"FDN40,OUT049,",FDN40,OUT049,2435.318853333333
"NCQ18,OUT049,",NCQ18,OUT049,2232.871266666667
"NCQ54,OUT017,",NCQ54,OUT017,2826.05468
"NCS42,OUT045,",NCS42,OUT045,1284.3282000000002
"DRH39,OUT010,",DRH39,OUT010,397.34943999999996
"FDC09,OUT027,",FDC09,OUT027,3131.834426666667
"FDT08,OUT010,",FDT08,OUT010,370.45111999999995
"FDC08,OUT035,",FDC08,OUT035,3323.5848266666667
"FDT20,OUT017,",FDT20,OUT017,995.0602933333332
"FDS35,OUT035,",FDS35,OUT035,2506.20436
"FDX58,OUT018,",FDX58,OUT018,2017.817866666667
"FDW58,OUT046,",FDW58,OUT046,2239.5292666666664
"DRD27,OUT046,",DRD27,OUT046,1999.752493333333
"FDH32,OUT019,",FDH32,OUT019,258.5523333333333
"FDS26,OUT035,",FDS26,OUT035,3859.4206666666673
"FDQ31,OUT046,",FDQ31,OUT046,2303.446066666667
"FDP11,OUT018,",FDP11,OUT018,3255.2737466666663
"FDD58,OUT017,",FDD58,OUT017,1826.42256
"FDM33,OUT045,",FDM33,OUT045,3735.8925733333326
"FDZ16,OUT049,",FDZ16,OUT049,2698.5761733333334
"NCS29,OUT010,",NCS29,OUT010,610.3166666666665
"NCM18,OUT019,",NCM18,OUT019,223.22054666666662
"FDP11,OUT049,",FDP11,OUT049,2602.7009733333334
"NCC42,OUT017,",NCC42,OUT017,2329.6342
"DRM23,OUT046,",DRM23,OUT046,2397.6345733333333
"NCN55,OUT027,",NCN55,OUT027,3442.9849600000007
"FDK46,OUT013,",FDK46,OUT013,3372.854026666667
"FDR01,OUT046,",FDR01,OUT046,2027.8048666666666
"NCA05,OUT045,",NCA05,OUT045,2186.1764933333334
"NCP43,OUT017,",NCP43,OUT017,2196.8736799999997
"FDR12,OUT010,",FDR12,OUT010,261.48185333333333
"FDQ01,OUT013,",FDQ01,OUT013,1779.1063733333335
"FDM13,OUT046,",FDM13,OUT046,2217.6910266666664
"FDQ19,OUT017,",FDQ19,OUT017,4337.287520000001
"FDK56,OUT019,",FDK56,OUT019,345.3282666666667
"NCX06,OUT010,",NCX06,OUT010,387.3180533333333
"FDO56,OUT027,",FDO56,OUT027,3360.82524
"FDU45,OUT045,",FDU45,OUT045,2053.9930000000004
"FDI16,OUT019,",FDI16,OUT019,298.27840000000003
"FDL32,OUT046,",FDL32,OUT046,2119.7296533333333
"FDA07,OUT046,",FDA07,OUT046,2427.1073200000005
"FDA14,OUT045,",FDA14,OUT045,2257.772186666667
"FDV46,OUT027,",FDV46,OUT027,3286.300026666667
"NCO07,OUT035,",NCO07,OUT035,2553.7868666666673
"NCP41,OUT046,",NCP41,OUT046,1788.4719599999999
"FDY60,OUT018,",FDY60,OUT018,1918.7912133333334
"FDN38,OUT017,",FDN38,OUT017,3037.867853333334
"FDO15,OUT046,",FDO15,OUT046,2087.6380933333335
"FDT60,OUT013,",FDT60,OUT013,1838.1850266666665
"FDA55,OUT035,",FDA55,OUT035,3036.758186666667
"FDE02,OUT010,",FDE02,OUT010,237.95692000000003
"DRJ39,OUT049,",DRJ39,OUT049,2605.7192666666665
"FDV34,OUT035,",FDV34,OUT035,1615.6746666666666
"FDS20,OUT027,",FDS20,OUT027,4332.360600000001
"FDF02,OUT027,",FDF02,OUT027,3523.3248266666665
"FDW40,OUT017,",FDW40,OUT017,2609.8916133333328
"NCB43,OUT046,",NCB43,OUT046,2579.397973333333
"FDR58,OUT017,",FDR58,OUT017,1793.354493333333
"DRJ59,OUT035,",DRJ59,OUT035,2545.397786666667
"NCD30,OUT017,",NCD30,OUT017,1893.4464266666664
"FDE14,OUT017,",FDE14,OUT017,1399.2896666666666
"FDC28,OUT018,",FDC28,OUT018,1668.1397066666664
"FDU16,OUT018,",FDU16,OUT018,1737.116586666667
"NCD19,OUT035,",NCD19,OUT035,1898.506506666667
"FDU21,OUT046,",FDU21,OUT046,1364.4461333333334
"FDV59,OUT027,",FDV59,OUT027,4581.103480000001
"FDU03,OUT045,",FDU03,OUT045,2874.5693066666663
"FDC33,OUT010,",FDC33,OUT010,376.04384
"NCR42,OUT035,",NCR42,OUT035,1898.506506666667
"DRH59,OUT035,",DRH59,OUT035,2423.4232266666663
"NCM31,OUT035,",NCM31,OUT035,2450.987346666667
"FDS50,OUT035,",FDS50,OUT035,3807.754586666667
"FDP39,OUT046,",FDP39,OUT046,1536.8883333333333
"FDQ55,OUT013,",FDQ55,OUT013,1706.5785600000002
"FDV36,OUT019,",FDV36,OUT019,285.89452
"FDI05,OUT027,",FDI05,OUT027,2114.71396
"FDS45,OUT027,",FDS45,OUT027,2446.41552
"FDA39,OUT045,",FDA39,OUT045,1707.8657733333337
"FDC37,OUT010,",FDC37,OUT010,225.35110666666668
"FDJ60,OUT027,",FDJ60,OUT027,4329.031599999999
"DRQ35,OUT046,",DRQ35,OUT046,2397.6345733333333
"NCJ06,OUT046,",NCJ06,OUT046,1730.81368
"NCY42,OUT018,",NCY42,OUT018,1987.9900266666666
"DRM37,OUT049,",DRM37,OUT049,3062.5468400000004
"FDR14,OUT045,",FDR14,OUT045,1207.5836533333336
"FDE51,OUT049,",FDE51,OUT049,1946.1777866666669
"FDT33,OUT017,",FDT33,OUT017,2514.149573333333
"FDR08,OUT013,",FDR08,OUT013,1785.2761200000002
"FDE36,OUT010,",FDE36,OUT010,262.05888000000004
"FDL22,OUT019,",FDL22,OUT019,402.9865466666667
"FDR44,OUT013,",FDR44,OUT013,2378.8146266666663
"FDI56,OUT019,",FDI56,OUT019,223.44248000000002
"FDE47,OUT010,",FDE47,OUT010,297.79014666666666
"FDV27,OUT010,",FDV27,OUT010,432.23736
"FDV10,OUT049,",FDV10,OUT049,1094.0869466666668
"FDC40,OUT045,",FDC40,OUT045,1489.7940800000001
"NCX41,OUT013,",NCX41,OUT013,2356.576906666667
